apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,dewPoint,humidity,icon,moonPhase,ozone,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,uvIndex,uvIndexTime,visibility,windBearing,windGust,windGustTime,windSpeed
77.4,1536786000,71.05,1536840000,77.4,1536786000,72.41,1536811200,0.99,71.2,0.93,rain,0.12,274.2,,0.0009,0.0052,1536793200.0,1.0,rain,1022.93,Light rain and humid throughout the day.,1536748511,1536793911,75.85,1536775200,69.96,1536840000,75.85,1536775200,71.08,1536811200,1536724800,4,1536771600,5.824,56,8.69,1536793200,1.54
75.99,1536865200,69.92,1536919200,75.99,1536865200,70.88,1536847200,1.0,68.33,0.89,rain,0.16,273.4,,0.0011,0.0197,1536825600.0,0.72,rain,1024.32,Light rain in the morning.,1536834969,1536880209,74.94,1536865200,69.07,1536922800,74.94,1536865200,69.93,1536843600,1536811200,4,1536858000,9.143,68,6.85,1536847200,5.02
75.61,1536955200,67.68,1537009200,75.61,1536955200,69.92,1536919200,1.0,66.14,0.84,cloudy,0.19,270.6,,0.0,0.0003,1536955200.0,0.14,,1023.63,Overcast throughout the day.,1536921427,1536966507,74.95,1536955200,66.9,1537009200,74.95,1536955200,69.07,1536922800,1536897600,4,1536944400,9.667,75,8.41,1536944400,4.82
79.55,1537041600,64.72,1537092000,79.55,1537041600,67.68,1537009200,0.36,65.19,0.8,partly-cloudy-day,0.22,262.5,,0.0,0.0003,1537009200.0,0.09,,1022.5,Partly cloudy throughout the day.,1537007885,1537052804,78.91,1537038000,63.92,1537092000,78.91,1537038000,66.9,1537009200,1536984000,5,1537030800,9.917,149,5.91,1537048800,2.28
85.4,1537131600,69.77,1537182000,85.4,1537131600,64.72,1537092000,0.03,64.69,0.75,clear-day,0.25,259.2,,0.0,0.0,,0.0,,1022.45,Clear throughout the day.,1537094343,1537139102,82.9,1537117200,68.94,1537185600,82.9,1537117200,63.92,1537092000,1537070400,7,1537117200,9.958,179,6.64,1537131600,2.19
78.17,1537207200,76.03,1537225200,78.17,1537207200,69.77,1537182000,0.62,68.14,0.84,rain,0.28,258.4,,0.0004,0.0088,1537243200.0,1.0,rain,1018.81,Drizzle overnight.,1537180801,1537225400,76.92,1537203600,74.98,1537225200,76.92,1537203600,68.94,1537185600,1537156800,5,1537203600,9.957,161,7.83,1537207200,3.61
82.2,1537286400,69.91,1537354800,82.2,1537286400,71.18,1537304400,0.78,71.4,0.91,rain,0.31,262.4,,0.0134,0.077,1537297200.0,1.0,rain,1008.59,Light rain until evening.,1537267259,1537311697,78.92,1537286400,69.07,1537354800,78.92,1537286400,69.92,1537304400,1537243200,4,1537290000,9.214,204,9.8,1537282800,5.23
81.4,1537380000,63.61,1537441200,81.4,1537380000,69.91,1537416000,0.4,66.04,0.79,partly-cloudy-day,0.34,274.4,,0.0001,0.0009,1537416000.0,0.15,rain,1012.34,Mostly cloudy throughout the day.,1537353717,1537397994,80.02,1537387200,63.56,1537441200,80.02,1537387200,69.07,1537354800,1537329600,5,1537369200,9.922,45,9.18,1537372800,4.64
71.55,1537473600,66.99,1537531200,71.55,1537473600,63.61,1537441200,0.98,59.56,0.76,cloudy,0.37,267.0,,0.0,0.0009,1537416000.0,0.15,,1022.26,Overcast throughout the day.,1537440176,1537484292,71.54,1537473600,66.89,1537531200,71.54,1537473600,63.56,1537441200,1537416000,4,1537462800,9.998,104,6.55,1537419600,4.33
72.51,1537570800,69.96,1537617600,72.55,1537588800,66.99,1537531200,1.0,62.22,0.78,cloudy,0.4,264.4,,0.0,0.0001,1537534800.0,0.16,,1021.19,Overcast throughout the day.,1537526634,1537570589,71.92,1537570800,69.96,1537617600,71.96,1537588800,66.88,1537534800,1537502400,4,1537549200,9.916,183,10.65,1537556400,7.04
73.62,1537614000,59.51,1537693200,74.05,1537606800,62.98,1537671600,0.25,56.29,0.64,partly-cloudy-day,0.43,265.9,,0.0008,0.0082,1537606800.0,0.14,rain,1018.84,Partly cloudy throughout the day.,1537613093,1537656887,73.05,1537614000,59.51,1537693200,73.09,1537606800,62.98,1537671600,1537588800,7,1537635600,9.954,331,12.54,1537624800,7.47
64.9,1537725600,57.01,1537786800,64.98,1537761600,59.51,1537693200,0.73,53.17,0.71,partly-cloudy-day,0.47,276.4,,0.0004,0.002,1537740000.0,0.27,rain,1023.95,Mostly cloudy throughout the day.,1537699551,1537743184,64.9,1537725600,57.01,1537786800,64.98,1537761600,59.51,1537693200,1537675200,4,1537722000,9.87,38,6.93,1537686000,4.21
67.96,1537812000,56.74,1537866000,67.96,1537812000,57.01,1537786800,0.65,53.43,0.72,partly-cloudy-day,0.5,286.6,,0.0,0.0001,1537826400.0,0.11,,1030.24,Mostly cloudy throughout the day.,1537786010,1537829482,67.96,1537812000,56.74,1537866000,67.96,1537812000,57.01,1537786800,1537761600,4,1537804800,9.984,64,18.36,1537848000,7.57
74.42,1537905600,71.05,1537923600,74.42,1537905600,56.74,1537866000,0.97,63.04,0.92,rain,0.53,275.0,,0.0421,0.1464,1537905600.0,1.0,rain,1025.45,Rain throughout the day.,1537872469,1537915780,73.01,1537905600,69.72,1537938000,73.01,1537905600,56.74,1537866000,1537848000,4,1537894800,6.438,106,21.93,1537862400,5.77
85.64,1537988400,62.06,1538046000,85.64,1537988400,71.09,1537938000,0.86,71.58,0.91,rain,0.56,268.8,,0.0085,0.1194,1537948800.0,1.0,rain,1014.92,"Rain until morning, starting again in the evening.",1537958928,1538002078,80.88,1537995600,62.06,1538046000,80.88,1537995600,69.72,1537938000,1537934400,4,1537981200,8.482,200,13.16,1537959600,4.36
72.34,1538074800,59.0,1538136000,72.34,1538074800,60.97,1538053200,0.56,54.8,0.65,rain,0.6,272.5,,0.0022,0.0245,1538107200.0,0.6,rain,1018.53,"Rain until morning, starting again in the evening.",1538045388,1538088376,72.34,1538074800,59.0,1538136000,72.34,1538074800,60.97,1538053200,1538020800,6,1538067600,9.863,27,9.18,1538042400,6.58
62.92,1538172000,55.39,1538215200,66.95,1538107200,55.72,1538150400,0.81,56.31,0.86,rain,0.63,272.2,,0.0464,0.4,1538132400.0,1.0,rain,1017.46,Heavy rain in the morning.,1538131847,1538174674,62.92,1538172000,55.39,1538215200,66.95,1538107200,55.72,1538150400,1538107200,4,1538154000,7.873,43,19.68,1538132400,5.15
73.49,1538247600,52.8,1538301600,73.49,1538247600,55.39,1538215200,0.15,53.99,0.72,partly-cloudy-day,0.67,277.0,,0.0,0.0,,0.0,,1022.03,Partly cloudy throughout the day.,1538218307,1538260973,73.49,1538247600,52.8,1538301600,73.49,1538247600,55.39,1538215200,1538193600,6,1538240400,9.847,315,7.32,1538254800,3.38
69.06,1538326800,60.04,1538380800,69.06,1538326800,52.8,1538301600,0.04,51.67,0.69,clear-day,0.7,283.4,,0.0,0.0,,0.0,,1026.44,Partly cloudy throughout the day.,1538304767,1538347272,69.06,1538326800,59.79,1538380800,69.06,1538326800,52.8,1538301600,1538280000,5,1538323200,9.842,175,8.05,1538298000,3.76
76.37,1538427600,65.34,1538478000,76.37,1538427600,60.04,1538380800,0.61,62.76,0.84,partly-cloudy-day,0.74,272.9,,0.0001,0.0009,1538449200.0,0.1,rain,1024.92,Mostly cloudy throughout the day.,1538391228,1538433571,75.84,1538427600,64.57,1538478000,75.84,1538427600,59.79,1538380800,1538366400,5,1538409600,9.893,217,7.08,1538406000,3.05
77.81,1538506800,63.3,1538564400,77.81,1538506800,65.34,1538478000,0.79,65.67,0.85,rain,0.77,275.4,,0.0222,0.2774,1538535600.0,1.0,rain,1020.04,Rain in the evening and overnight.,1538477688,1538519871,76.94,1538506800,62.73,1538564400,76.94,1538506800,64.57,1538478000,1538452800,4,1538496000,9.319,189,18.8,1538514000,4.81
74.73,1538593200,57.62,1538643600,74.73,1538593200,63.04,1538625600,0.3,60.46,0.79,rain,0.81,274.8,,0.008,0.1432,1538539200.0,1.0,rain,1017.09,Partly cloudy throughout the day.,1538564149,1538606171,74.73,1538593200,57.62,1538643600,74.73,1538593200,62.73,1538564400,1538539200,5,1538586000,9.92,302,8.77,1538575200,4.67
76.17,1538686800,60.09,1538737200,76.17,1538686800,57.62,1538643600,0.47,62.32,0.81,rain,0.85,263.2,,0.0022,0.0367,1538690400.0,1.0,rain,1015.91,Light rain in the evening.,1538650610,1538692472,75.85,1538686800,60.09,1538737200,75.85,1538686800,57.62,1538643600,1538625600,6,1538672400,9.5,217,7.67,1538668800,1.97
67.98,1538766000,62.43,1538812800,72.78,1538712000,60.09,1538737200,0.59,55.29,0.71,partly-cloudy-day,0.88,257.1,,0.0,0.0,,0.0,,1019.85,Mostly cloudy throughout the day.,1538737072,1538778773,67.98,1538766000,62.43,1538812800,72.0,1538712000,60.09,1538737200,1538712000,5,1538758800,9.909,25,9.19,1538748000,5.2
65.49,1538866800,65.49,1538866800,67.57,1538884800,62.43,1538812800,1.0,60.44,0.87,rain,0.92,255.3,,0.0004,0.0021,1538838000.0,0.35,rain,1022.29,Overcast throughout the day.,1538823533,1538865075,64.92,1538841600,64.91,1538866800,66.93,1538884800,62.43,1538812800,1538798400,4,1538845200,8.394,164,6.74,1538848800,3.93
79.03,1538938800,66.83,1539000000,79.03,1538938800,67.57,1538884800,0.76,67.68,0.85,rain,0.96,255.1,,0.0003,0.0024,1538956800.0,0.32,rain,1022.11,Mostly cloudy throughout the day.,1538909996,1538951377,78.07,1538949600,66.01,1539000000,78.07,1538949600,66.93,1538884800,1538884800,4,1538931600,8.663,232,5.86,1538888400,3.25
67.54,1538996400,64.09,1539046800,74.2,1538971200,64.09,1539046800,0.97,63.63,0.9,rain,1.0,258.9,,0.0007,0.0053,1538996400.0,0.31,rain,1028.63,Possible drizzle overnight.,1538996458,1539037680,66.89,1538996400,63.58,1539046800,73.09,1538971200,63.58,1539046800,1538971200,4,1539018000,7.19,76,12.15,1538996400,4.89
76.75,1539111600,69.44,1539158400,76.75,1539111600,66.73,1539057600,0.86,66.79,0.89,rain,0.03,255.9,,0.0004,0.0037,1539068400.0,0.48,rain,1026.2,Mostly cloudy throughout the day.,1539082921,1539123984,75.86,1539111600,68.26,1539158400,75.86,1539111600,66.02,1539075600,1539057600,4,1539104400,8.163,188,8.56,1539079200,2.14
79.78,1539198000,71.83,1539241200,79.78,1539198000,69.44,1539158400,0.7,68.85,0.89,partly-cloudy-day,0.07,251.8,,0.0002,0.0024,1539230400.0,0.13,rain,1018.43,Mostly cloudy throughout the day.,1539169384,1539210288,78.94,1539198000,70.61,1539241200,78.94,1539198000,68.26,1539158400,1539144000,4,1539187200,9.394,201,10.19,1539187200,3.81
78.17,1539284400,59.0,1539342000,78.17,1539284400,71.2,1539298800,0.92,69.78,0.92,rain,0.1,241.4,,0.0178,0.2285,1539291600.0,1.0,rain,1006.3,Rain and humid throughout the day.,1539255847,1539296592,76.63,1539284400,59.0,1539342000,76.63,1539284400,69.94,1539298800,1539230400,4,1539277200,8.763,196,28.08,1539277200,4.33
62.72,1539370800,45.65,1539432000,71.27,1539316800,50.52,1539399600,0.45,47.15,0.66,rain,0.13,258.6,,0.0068,0.049,1539334800.0,1.0,rain,1003.43,Light rain in the morning.,1539342311,1539382898,62.72,1539370800,48.02,1539432000,70.01,1539316800,50.52,1539399600,1539316800,5,1539363600,9.391,323,25.28,1539360000,7.79
55.06,1539468000,41.86,1539511200,55.06,1539468000,44.77,1539439200,0.53,41.19,0.69,rain,0.17,285.3,,0.0041,0.0394,1539435600.0,1.0,rain,1012.41,Light rain in the morning.,1539428776,1539469204,55.06,1539468000,41.86,1539511200,55.06,1539468000,46.96,1539439200,1539403200,3,1539450000,9.353,294,9.56,1539450000,4.13
57.02,1539543600,52.19,1539590400,57.02,1539543600,41.86,1539511200,0.2,40.91,0.68,partly-cloudy-day,0.2,279.5,,0.0001,0.0011,1539536400.0,0.14,rain,1022.77,Partly cloudy throughout the day.,1539515240,1539555512,57.02,1539543600,52.19,1539590400,57.02,1539543600,41.86,1539511200,1539489600,5,1539532800,9.463,250,9.97,1539536400,2.71
66.4,1539644400,42.26,1539687600,68.16,1539655200,52.19,1539590400,0.94,54.2,0.8,rain,0.23,269.8,,0.0025,0.0197,1539601200.0,1.0,rain,1017.11,"Light rain until afternoon, starting again overnight.",1539601705,1539641819,66.01,1539644400,46.94,1539691200,68.03,1539655200,52.19,1539590400,1539576000,3,1539622800,9.162,220,14.63,1539662400,5.46
55.16,1539723600,41.12,1539770400,64.3,1539662400,41.75,1539694800,0.23,38.03,0.59,rain,0.26,277.4,,0.001,0.0118,1539666000.0,1.0,rain,1018.22,Clear throughout the day.,1539688171,1539728128,55.16,1539723600,43.04,1539770400,64.06,1539662400,46.93,1539694800,1539662400,4,1539709200,9.561,298,25.25,1539684000,7.74
62.34,1539806400,36.99,1539856800,62.34,1539806400,41.12,1539770400,0.22,37.24,0.57,partly-cloudy-day,0.29,299.3,,0.0,0.0,,0.0,,1015.4,Partly cloudy throughout the day.,1539774636,1539814438,62.34,1539806400,41.0,1539860400,62.34,1539806400,43.04,1539770400,1539748800,4,1539795600,9.657,279,20.33,1539806400,7.77
50.66,1539889200,35.38,1539939600,50.66,1539889200,36.0,1539867600,0.16,24.74,0.45,partly-cloudy-day,0.32,312.3,,0.0,0.0,,0.0,,1025.53,Partly cloudy throughout the day.,1539861103,1539900749,50.66,1539889200,36.88,1539943200,50.66,1539889200,40.54,1539921600,1539835200,4,1539882000,9.606,311,13.97,1539892800,7.34
59.65,1539972000,53.1,1540022400,59.65,1539972000,35.38,1539939600,0.01,34.82,0.58,clear-day,0.35,295.4,,0.0,0.0,,0.0,,1022.0,Light rain in the morning and overnight.,1539947569,1539987060,59.65,1539972000,53.1,1540022400,59.65,1539972000,36.88,1539943200,1539921600,4,1539968400,9.716,234,10.04,1539975600,5.71
62.9,1540065600,43.19,1540123200,62.9,1540065600,51.07,1540094400,0.7,46.88,0.72,rain,0.38,297.0,,0.0027,0.0315,1540022400.0,1.0,rain,1006.09,Light rain in the morning.,1540034036,1540073373,62.9,1540065600,47.67,1540112400,62.9,1540065600,51.07,1540094400,1540008000,3,1540054800,9.833,246,10.67,1540047600,6.72
43.58,1540119600,34.05,1540206000,51.07,1540094400,38.1,1540180800,0.56,30.72,0.56,rain,0.41,330.4,,0.0003,0.0022,1540119600.0,0.42,rain,1012.59,Mostly cloudy throughout the day.,1540120503,1540159687,48.01,1540123200,34.05,1540206000,51.07,1540094400,39.9,1540180800,1540094400,2,1540141200,9.705,324,23.04,1540152000,8.64
51.17,1540238400,43.84,1540270800,51.17,1540238400,34.05,1540206000,0.42,31.5,0.62,partly-cloudy-day,0.44,302.3,,0.0,0.0,,0.0,,1022.67,Mostly cloudy throughout the day.,1540206971,1540246001,51.17,1540238400,43.84,1540270800,51.17,1540238400,34.05,1540206000,1540180800,3,1540227600,9.311,240,8.31,1540231200,4.11
64.51,1540324800,41.92,1540375200,64.51,1540324800,43.84,1540270800,0.6,40.09,0.64,partly-cloudy-day,0.48,324.7,,0.0,0.0,,0.0,,1016.77,Mostly cloudy throughout the day.,1540293439,1540332317,64.51,1540324800,44.87,1540375200,64.51,1540324800,43.84,1540270800,1540267200,3,1540314000,9.45,267,8.59,1540321200,4.34
53.07,1540418400,38.56,1540468800,53.07,1540418400,40.72,1540440000,0.35,33.61,0.56,partly-cloudy-day,0.51,343.5,,0.0,0.001,1540357200.0,0.16,,1017.92,Partly cloudy throughout the day.,1540379908,1540418634,53.07,1540418400,41.02,1540468800,53.07,1540418400,44.87,1540375200,1540353600,3,1540396800,9.724,315,21.89,1540396800,7.69
46.36,1540494000,35.93,1540555200,46.36,1540494000,38.17,1540472400,0.0,29.87,0.56,clear-day,0.55,320.4,,0.0,0.0,,0.0,,1019.71,Clear throughout the day.,1540466376,1540504952,49.99,1540494000,35.93,1540555200,49.99,1540494000,41.02,1540468800,1540440000,3,1540486800,9.536,316,9.91,1540501200,6.01
48.92,1540576800,39.7,1540623600,48.92,1540576800,35.93,1540555200,0.55,32.57,0.65,partly-cloudy-day,0.58,301.7,,0.0,0.0002,1540573200.0,0.36,,1019.21,Light rain in the morning and overnight.,1540552846,1540591272,48.93,1540587600,44.09,1540623600,48.93,1540587600,35.93,1540555200,1540526400,3,1540569600,9.636,73,7.77,1540609200,3.21
51.07,1540681200,42.11,1540713600,51.07,1540681200,38.97,1540645200,1.0,45.23,0.92,rain,0.62,300.9,,0.0312,0.0905,1540641600.0,1.0,rain,1005.71,Light rain throughout the day.,1540639315,1540677592,51.07,1540681200,44.97,1540713600,51.07,1540681200,44.09,1540623600,1540612800,2,1540659600,4.761,37,24.13,1540656000,9.86
51.97,1540756800,48.01,1540792800,51.97,1540756800,41.98,1540731600,0.94,43.51,0.83,rain,0.65,311.4,,0.0013,0.0118,1540702800.0,1.0,rain,1007.27,Light rain in the morning and overnight.,1540725785,1540763914,51.97,1540756800,48.01,1540792800,51.97,1540756800,44.97,1540713600,1540699200,2,1540746000,9.181,254,8.99,1540735200,5.45
57.02,1540843200,37.78,1540897200,57.02,1540843200,43.51,1540872000,0.7,43.39,0.75,rain,0.69,327.2,,0.0026,0.0197,1540792800.0,1.0,rain,1008.77,Possible drizzle in the morning.,1540812255,1540850237,57.02,1540843200,40.9,1540893600,57.02,1540843200,45.13,1540872000,1540785600,2,1540832400,9.866,262,19.2,1540839600,6.52
56.19,1540929600,35.97,1540983600,56.19,1540929600,37.78,1540897200,0.01,31.25,0.54,clear-day,0.73,311.8,,0.0001,0.0016,1540940400.0,0.04,rain,1017.26,Clear throughout the day.,1540898725,1540936562,56.19,1540929600,35.97,1540983600,56.19,1540929600,40.9,1540893600,1540872000,3,1540918800,9.903,290,22.58,1540908000,6.22
65.1,1541012400,52.7,1541073600,65.1,1541012400,35.97,1540983600,0.3,41.13,0.65,partly-cloudy-day,0.76,285.1,,0.0,0.0001,1540983600.0,0.12,,1017.1,Partly cloudy throughout the day.,1540985196,1541022887,65.1,1541012400,52.7,1541073600,65.1,1541012400,35.97,1540983600,1540958400,3,1541005200,9.744,187,10.25,1541005200,3.87
69.06,1541095200,63.12,1541131200,69.06,1541095200,52.7,1541073600,0.36,53.88,0.77,partly-cloudy-day,0.8,270.4,,0.0,0.0,,0.0,,1010.76,Partly cloudy throughout the day.,1541071667,1541109215,69.06,1541095200,63.12,1541131200,69.06,1541095200,52.7,1541073600,1541044800,3,1541091600,9.917,192,6.58,1541116800,4.04
70.34,1541181600,57.95,1541232000,70.34,1541181600,63.12,1541131200,0.88,62.27,0.87,rain,0.84,266.9,,0.0133,0.1723,1541210400.0,1.0,rain,1005.38,Rain throughout the day.,1541158138,1541195543,69.95,1541181600,57.92,1541239200,69.95,1541181600,63.08,1541206800,1541131200,3,1541178000,8.798,185,10.1,1541217600,7.92
59.12,1541246400,40.6,1541329200,65.69,1541217600,45.93,1541304000,0.61,46.0,0.71,rain,0.87,298.3,,0.0148,0.1332,1541228400.0,1.0,rain,1010.11,Light rain in the morning.,1541244609,1541281874,58.99,1541246400,41.9,1541322000,64.95,1541224800,48.91,1541304000,1541217600,2,1541264400,8.927,276,27.77,1541268000,7.99
55.06,1541361600,44.06,1541390400,55.06,1541361600,40.6,1541329200,0.02,33.57,0.58,clear-day,0.91,292.4,,0.0001,0.0023,1541329200.0,0.09,rain,1031.51,Clear throughout the day.,1541331081,1541368205,55.06,1541361600,44.06,1541390400,55.06,1541361600,41.9,1541322000,1541304000,3,1541350800,9.667,277,10.77,1541329200,2.81
53.04,1541448000,46.77,1541487600,53.04,1541448000,44.47,1541394000,0.79,45.93,0.87,rain,0.94,296.1,,0.0077,0.0472,1541433600.0,1.0,rain,1025.81,Light rain throughout the day.,1541417555,1541454535,53.04,1541448000,48.95,1541487600,53.04,1541448000,44.47,1541394000,1541394000,2,1541437200,7.606,56,9.68,1541433600,5.88
59.09,1541527200,51.77,1541584800,59.09,1541527200,46.77,1541487600,0.88,52.64,0.96,rain,0.98,286.2,,0.0334,0.586,1541523600.0,1.0,rain,1012.33,Heavy rain until evening.,1541504027,1541540870,58.97,1541527200,51.77,1541584800,58.97,1541527200,48.95,1541487600,1541480400,2,1541523600,5.935,153,20.47,1541520000,4.01
64.3,1541620800,43.31,1541678400,64.3,1541620800,51.77,1541584800,0.13,41.46,0.58,partly-cloudy-day,0.01,270.4,,0.0,0.0,,0.0,,1014.93,Clear throughout the day.,1541590499,1541627207,64.3,1541620800,43.31,1541678400,64.3,1541620800,51.77,1541584800,1541566800,3,1541610000,9.716,249,16.41,1541610000,7.31
55.8,1541707200,36.53,1541757600,55.95,1541656800,43.27,1541685600,0.02,31.26,0.49,clear-day,0.05,253.9,,0.0,0.0,,0.0,,1023.78,Clear throughout the day.,1541676971,1541713545,55.8,1541707200,36.53,1541757600,55.95,1541656800,43.31,1541678400,1541653200,3,1541696400,9.287,332,9.52,1541656800,4.96
51.08,1541790000,38.5,1541854800,51.09,1541822400,36.53,1541757600,0.63,38.39,0.75,rain,0.08,246.4,,0.0222,0.182,1541808000.0,1.0,rain,1020.95,Rain throughout the day.,1541763443,1541799884,51.08,1541790000,43.0,1541851200,51.09,1541822400,36.53,1541757600,1541739600,2,1541782800,7.797,59,9.03,1541815200,5.19
39.0,1541862000,26.76,1541937600,50.0,1541826000,30.25,1541912400,0.38,27.57,0.59,rain,0.11,280.1,,0.0017,0.0216,1541826000.0,1.0,rain,1015.07,Drizzle in the morning.,1541849915,1541886226,44.93,1541862000,31.64,1541937600,50.0,1541826000,35.97,1541905200,1541826000,2,1541865600,8.675,283,25.91,1541869200,8.61
44.08,1541973600,30.61,1542020400,44.08,1541973600,26.76,1541937600,0.0,22.32,0.51,clear-day,0.14,265.6,,0.0,0.0011,1541912400.0,0.1,,1027.13,Clear throughout the day.,1541936387,1541972569,46.06,1541966400,30.61,1542020400,46.06,1541966400,31.64,1541937600,1541912400,3,1541955600,9.452,284,18.95,1541912400,4.93
47.69,1542052800,42.59,1542088800,47.69,1542052800,30.61,1542020400,0.26,30.04,0.64,rain,0.17,274.5,,0.0007,0.0157,1542085200.0,1.0,rain,1028.77,Light rain in the morning and overnight.,1542022859,1542058913,48.95,1542049200,44.62,1542067200,48.95,1542049200,30.61,1542020400,1541998800,2,1542042000,9.294,145,6.22,1542049200,2.17
46.54,1542114000,28.46,1542200400,46.54,1542114000,37.87,1542171600,0.93,40.31,0.82,rain,0.2,286.8,,0.029,0.1339,1542117600.0,1.0,rain,1015.92,Rain in the morning.,1542109330,1542145260,48.91,1542117600,35.98,1542200400,48.91,1542117600,42.95,1542164400,1542085200,2,1542128400,7.35,332,12.12,1542153600,7.44
32.09,1542222000,23.2,1542272400,37.87,1542171600,26.79,1542247200,0.2,16.83,0.44,partly-cloudy-day,0.23,283.7,,0.0,0.0,,0.0,,1029.16,Partly cloudy throughout the day.,1542195802,1542231608,39.0,1542222000,29.48,1542276000,42.96,1542171600,32.05,1542254400,1542171600,3,1542214800,8.923,329,12.35,1542211200,8.57
28.08,1542304800,20.54,1542326400,29.53,1542340800,20.45,1542319200,0.65,22.53,0.7,snow,0.26,262.0,1.83,0.0117,0.0799,1542333600.0,1.0,snow,1028.32,Light rain throughout the day.,1542282273,1542317958,35.08,1542304800,28.92,1542326400,37.93,1542340800,28.92,1542326400,1542258000,2,1542301200,6.864,46,22.37,1542337200,8.09
38.41,1542398400,31.81,1542441600,38.41,1542398400,25.76,1542369600,0.73,32.86,0.78,rain,0.29,287.0,,0.018,0.0722,1542369600.0,1.0,rain,1006.19,Light rain in the morning and afternoon.,1542368744,1542404311,44.07,1542394800,37.94,1542441600,44.07,1542394800,35.08,1542373200,1542344400,2,1542387600,8.335,319,19.0,1542358800,9.28
43.04,1542474000,37.29,1542528000,43.04,1542474000,31.81,1542441600,0.76,30.39,0.62,partly-cloudy-day,0.33,293.8,,0.0,0.0,,0.0,,1020.86,Mostly cloudy throughout the day.,1542455215,1542490664,46.93,1542474000,38.38,1542546000,46.93,1542474000,37.94,1542441600,1542430800,2,1542470400,9.732,266,8.94,1542484800,6.47
42.99,1542574800,36.38,1542618000,42.99,1542574800,37.29,1542528000,0.87,28.38,0.6,partly-cloudy-day,0.36,304.9,,0.0,0.0,,0.0,,1026.38,Overcast throughout the day.,1542541686,1542577020,42.99,1542574800,36.38,1542618000,42.99,1542574800,38.38,1542546000,1542517200,2,1542560400,9.583,8,5.69,1542517200,2.27
50.01,1542661200,38.7,1542718800,50.01,1542661200,36.38,1542618000,0.59,38.05,0.8,partly-cloudy-day,0.39,302.9,,0.0,0.0,,0.0,,1018.34,Mostly cloudy throughout the day.,1542628156,1542663378,50.01,1542661200,41.64,1542718800,50.01,1542661200,36.38,1542618000,1542603600,2,1542646800,9.136,3,4.43,1542603600,1.74
41.56,1542758400,30.7,1542805200,44.12,1542693600,34.64,1542776400,0.84,35.26,0.75,partly-cloudy-day,0.42,313.4,,0.0,0.0002,1542726000.0,0.49,,1013.05,Overcast throughout the day.,1542714625,1542749738,46.05,1542744000,35.99,1542801600,46.05,1542744000,38.22,1542776400,1542690000,2,1542733200,8.864,325,13.49,1542744000,5.68
38.17,1542823200,8.21,1542891600,38.17,1542823200,16.79,1542862800,0.51,22.01,0.53,partly-cloudy-day,0.46,308.8,,0.0003,0.0063,1542844800.0,0.14,rain,1018.25,Mostly cloudy throughout the day.,1542801095,1542836100,44.05,1542823200,19.07,1542891600,44.05,1542823200,26.98,1542862800,1542776400,2,1542819600,9.384,281,16.53,1542859200,8.63
15.85,1542916800,7.71,1542963600,16.79,1542862800,8.03,1542942000,0.0,0.35,0.38,clear-day,0.49,306.5,,0.0,0.0,,0.0,,1030.58,Clear throughout the day.,1542887563,1542922464,26.97,1542916800,12.63,1542974400,26.98,1542862800,17.09,1542949200,1542862800,2,1542906000,9.915,327,15.89,1542916800,10.05
30.96,1543010400,25.22,1543057200,30.96,1543010400,7.71,1542963600,0.01,2.52,0.4,clear-day,0.53,293.0,,0.0,0.0,,0.0,,1033.96,Clear throughout the day.,1542974031,1543008829,30.96,1543010400,25.22,1543057200,30.96,1543010400,12.63,1542974400,1542949200,2,1542992400,9.939,288,7.53,1542999600,3.34
42.42,1543096800,40.65,1543143600,44.32,1543118400,25.22,1543057200,0.7,30.88,0.79,rain,0.57,294.8,,0.0324,0.3582,1543118400.0,1.0,rain,1017.62,"Rain until morning, starting again in the evening.",1543060499,1543095197,46.07,1543104000,44.96,1543150800,48.92,1543122000,25.22,1543057200,1543035600,2,1543078800,8.768,28,12.02,1543122000,4.16
55.38,1543172400,40.86,1543219200,55.38,1543172400,40.65,1543143600,0.75,40.72,0.73,rain,0.6,309.2,,0.0309,0.2046,1543122000.0,1.0,rain,1009.56,Rain in the morning.,1543146966,1543181567,55.38,1543172400,40.86,1543219200,55.38,1543172400,44.48,1543208400,1543122000,2,1543161600,9.175,345,13.11,1543129200,5.99
53.06,1543251600,33.6,1543320000,53.06,1543251600,40.86,1543219200,0.83,42.66,0.85,rain,0.64,292.5,,0.0252,0.1692,1543273200.0,1.0,rain,1005.13,Rain starting in the afternoon.,1543233432,1543267940,53.06,1543251600,40.26,1543320000,53.06,1543251600,40.86,1543219200,1543208400,2,1543251600,7.984,74,13.55,1543280400,5.68
